onset	duration	trial_type
3.523086	29.477293	language-easy_environment-clear
36.557100	29.443132	language-easy_environment-fog
69.560559	29.439790	language-hard_environment-clear
102.600819	29.399376	language-hard_environment-fog
135.503155	29.497042	language-hard_environment-fog
168.558888	29.441323	language-hard_environment-clear
201.451768	29.548481	language-easy_environment-fog
234.558760	29.441554	language-easy_environment-clear
