onset	duration	trial_type
20.361102	299.639535	language-easy_environment-clear
330.217136	299.783441	language-hard_environment-clear
640.174112	299.826418	language-easy_environment-fog
951.920880	298.079811	language-hard_environment-fog
1261.904913	298.096169	language-hard_environment-fog
1571.848114	298.152333	language-easy_environment-fog
